cve_id,fix_commit,yaml_file,repository_url
CVE-2020-1960,804ae70024bf8be7c0c7093d02addb080c31866,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,a61b5d2b362d11e7b9deeb2334d275325574bd7,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,0e8e8062bcc159e9ed2a0d4a0a61db4efcb01f2,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,12787eceb49c566b28aa876fc2892d21a0ec3d7,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,4f06bb75cd726096af43587ca4fb182b2e4bae2,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,58b58f4b16a2e25c95b465377d43a51ad8ef3f6,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,b8647b1ca019003ae939b7494bba4e54de167b6,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,d2a051267ffbeef5c1fd981860fb7032d9ac8a6,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1960,f9b4e0dea71abbcd6463c757577c70c45b3e6bb,ProjectKB\statements\CVE-2020-1960\statement.yaml,https://github.com/apache/flink
CVE-2020-1961,e07263dedad7ed44e188abb11260fa3061afadc4,ProjectKB\statements\CVE-2020-1961\statement.yaml,https://github.com/apache/syncope
CVE-2020-1963,02b0439639a9dab264cdb3ed4081c231e0079c13,ProjectKB\statements\CVE-2020-1963\statement.yaml,https://github.com/apache/ignite
CVE-2020-24616,3d97153944f7de9c19c1b3637b33d3cf1fbbe4d7,ProjectKB\statements\CVE-2020-24616\statement.yaml,https://github.com/FasterXML/jackson-databind
CVE-2020-24750,6cc9f1a1af323cd156f5668a47e43bab324ae16f,ProjectKB\statements\CVE-2020-24750\statement.yaml,https://github.com/FasterXML/jackson-databind
CVE-2020-25020,0d830e8cbe5213968abb1bcb1c816ca2ee00aa53,ProjectKB\statements\CVE-2020-25020\statement.yaml,https://github.com/joniles/mpxj
CVE-2020-25021,18e86b6f8bea7326934109aa9ffa705ebf4bde90,ProjectKB\statements\CVE-2020-25021\statement.yaml,https://github.com/rweather/noise-java
CVE-2020-25022,18e86b6f8bea7326934109aa9ffa705ebf4bde90,ProjectKB\statements\CVE-2020-25022\statement.yaml,https://github.com/rweather/noise-java
CVE-2020-25023,18e86b6f8bea7326934109aa9ffa705ebf4bde90,ProjectKB\statements\CVE-2020-25023\statement.yaml,https://github.com/rweather/noise-java
CVE-2020-25032,67c4b2cc98ae87cf1fa7df4f97fd81b40c79b895,ProjectKB\statements\CVE-2020-25032\statement.yaml,https://github.com/corydolphin/flask-cors
CVE-2020-25592,daa39c58370641913aa8d5a7a0f44254973dd66b,ProjectKB\statements\CVE-2020-25592\statement.yaml,https://github.com/saltstack/salt
CVE-2020-25638,59fede7acaaa1579b561407aefa582311f7ebe78,ProjectKB\statements\CVE-2020-25638\statement.yaml,https://github.com/hibernate/hibernate-orm
CVE-2020-25659,58494b41d6ecb0f56b7c5f05d5f5e3ca0320d494,ProjectKB\statements\CVE-2020-25659\statement.yaml,https://github.com/pyca/cryptography
CVE-2020-25689,5a8a65c2e3310fe0c0143581c677855516148215,ProjectKB\statements\CVE-2020-25689\statement.yaml,https://github.com/wildfly/wildfly-core
CVE-2020-26137,1dd69c5c5982fae7c87a620d487c2ebf7a6b436b,ProjectKB\statements\CVE-2020-26137\statement.yaml,https://github.com/urllib3/urllib3
CVE-2020-26217,0fec095d534126931c99fd38e9c6d41f5c685c1a,ProjectKB\statements\CVE-2020-26217\statement.yaml,https://github.com/x-stream/xstream
CVE-2020-26232,61ab548bf9186ab7323d8fa7bd0e12ae23555a28,ProjectKB\statements\CVE-2020-26232\statement.yaml,https://github.com/jupyter-server/jupyter_server
CVE-2020-26234,4225bf90af74557deaf8fb6b80b0705c9621acfc,ProjectKB\statements\CVE-2020-26234\statement.yaml,https://github.com/opencast/opencast
CVE-2020-26244,62f8d753fa17c8b1f29f8be639cf0b33afb02498,ProjectKB\statements\CVE-2020-26244\statement.yaml,https://github.com/OpenIDC/pyoidc
CVE-2020-26250,a4aac191c16cf6281f3d346615aefa75702b02d7,ProjectKB\statements\CVE-2020-26250\statement.yaml,https://github.com/jupyterhub/oauthenticator
CVE-2020-26258,6740c04b217aef02d44fba26402b35e0f6f493ce,ProjectKB\statements\CVE-2020-26258\statement.yaml,https://github.com/x-stream/xstream
CVE-2020-26259,0bcbf50126a62dfcd65f93a0da0c6d1ae92aa738,ProjectKB\statements\CVE-2020-26259\statement.yaml,https://github.com/x-stream/xstream
